Simulation, Step, Columns, Integers, Rows, Non-Zeros, UC-Time, ST-Time
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,8, 3920112, 24192, 614889, 244459060,  00:51:53.9,  03:11:10.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,9, 3920112, 24192, 614889, 244459060,  00:44:47.9,  03:07:03.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,10, 3920112, 24192, 614889, 244459060,  01:13:36.1,  03:34:03.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,11, 3920112, 24192, 614889, 244459060,  01:10:00.0,  03:35:59.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,12, 3920112, 24192, 614889, 244459060,  01:06:58.0,  03:34:47.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,13, 3920112, 24192, 614889, 244459060,  00:37:51.4,  03:08:05.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SE_19 ) Log (1).txt,14, 3920112, 24192, 614889, 244459060,  00:40:29.7,  03:05:59.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_SPP_26 ) Log.txt,1, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,1, 3732036, 12960, 371869, 243900632,  00:16:55.2,  01:48:47.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,2, 3897964, 12960, 537797, 244232497,  00:38:53.9,  03:04:38.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,3, 3897964, 12960, 537797, 244232497,  00:26:52.4,  02:29:46.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,4, 3897964, 12960, 537797, 244232497,  00:26:23.9,  02:33:42.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,5, 3897964, 12960, 537797, 244232497,  00:54:13.0,  03:04:13.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,6, 3897964, 12960, 537797, 244232497,  00:50:41.1,  02:56:29.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,7, 3897964, 12960, 537797, 244232497,  00:43:45.9,  02:49:04.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,8, 3897964, 12960, 537797, 244232497,  00:45:07.4,  02:54:10.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,9, 3897964, 12960, 537797, 244232497,  00:46:05.3,  02:53:42.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,10, 3897964, 12960, 537797, 244232497,  00:35:01.1,  02:42:16.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,11, 3897964, 12960, 537797, 244232497,  00:20:12.7,  02:29:58.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,12, 3897964, 12960, 537797, 244232497,  00:27:34.6,  02:37:10.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,13, 3897964, 12960, 537797, 244232497,  01:15:35.5,  03:20:53.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_27 ) Log.txt,14, 3897964, 12960, 537797, 244232497,  00:28:46.8,  02:41:35.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,1, 3737132, 21408, 424162, 244059217,  00:18:33.1,  02:12:46.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,2, 3903060, 21408, 590090, 244391080,  00:25:59.6,  03:18:26.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,3, 3903060, 21408, 590090, 244391080,  00:25:14.9,  03:18:17.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,4, 3903060, 21408, 590090, 244391080,  00:25:24.2,  03:07:39.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,5, 3903060, 21408, 590090, 244391080,  00:37:45.4,  03:00:38.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,6, 3903060, 21408, 590090, 244391080,  00:21:16.3,  02:42:12.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,7, 3903060, 21408, 590090, 244391080,  00:24:02.3,  02:39:24.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,8, 3903060, 21408, 590090, 244391080,  00:19:37.1,  02:34:39.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,9, 3903060, 21408, 590090, 244391080, ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,10, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,11, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,12, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,13, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_PJM_16 ) Log.txt,14, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,1, 1079362, 13392, 310280, 32604033,  00:01:37.6,  00:06:30.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,2, 1104814, 13392, 335732, 32655027,  00:03:23.6,  00:11:44.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,3, 1104814, 13392, 335732, 32655027,  00:02:51.9,  00:10:58.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,4, 1104814, 13392, 335732, 32655027,  00:02:13.1,  00:10:44.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,5, 1104814, 13392, 335732, 32655027,  00:02:46.9,  00:11:24.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,6, 1104814, 13392, 335732, 32655027,  00:02:26.6,  00:10:29.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,7, 1104814, 13392, 335732, 32655027,  00:02:56.6,  00:11:38.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,8, 1104814, 13392, 335732, 32655027,  00:02:40.7,  00:11:09.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,9, 1104814, 13392, 335732, 32655027,  00:03:13.3,  00:11:48.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,10, 1104814, 13392, 335732, 32655027,  00:02:16.2,  00:10:37.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,11, 1104814, 13392, 335732, 32655027,  00:02:27.8,  00:11:05.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,12, 1104814, 13392, 335732, 32655027,  00:02:01.1,  00:10:21.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,13, 1104814, 13392, 335732, 32655027,  00:02:14.6,  00:10:47.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_01 ) Log.txt,14, 1104814, 13392, 335732, 32655027,  00:02:13.3,  00:10:33.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_SE_31 ) Log (1).txt,1, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,1, 3732036, 12960, 371869, 243900632,  00:14:06.0,  01:50:14.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,2, 3897964, 12960, 537797, 244232497,  00:19:05.2,  02:40:36.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,3, 3897964, 12960, 537797, 244232497,  00:24:21.5,  02:31:06.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,4, 3897964, 12960, 537797, 244232497,  00:40:07.1,  02:49:23.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,5, 3897964, 12960, 537797, 244232497,  00:37:04.8,  02:43:54.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,6, 3897964, 12960, 537797, 244232497,  00:34:51.9,  02:43:51.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,7, 3897964, 12960, 537797, 244232497,  00:26:26.1,  02:36:42.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,8, 3897964, 12960, 537797, 244232497,  00:42:39.4,  02:54:37.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,9, 3897964, 12960, 537797, 244232497,  00:24:44.0,  02:30:57.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,10, 3897964, 12960, 537797, 244232497,  00:38:13.4,  02:49:47.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,11, 3897964, 12960, 537797, 244232497,  00:25:45.5,  02:32:59.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,12, 3897964, 12960, 537797, 244232497,  00:20:23.2,  02:31:20.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,13, 3897964, 12960, 537797, 244232497,  00:41:31.1,  02:50:16.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_NE_30 ) Log.txt,14, 3897964, 12960, 537797, 244232497,  00:58:32.8,  03:09:46.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,1, 1098682, 14760, 334303, 32708158,  00:02:38.3,  00:07:10.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,2, 1124134, 14760, 359755, 32759166,  00:04:35.1,  00:13:19.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,3, 1124134, 14760, 359755, 32759166,  00:05:38.4,  00:14:04.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,4, 1124134, 14760, 359755, 32759166,  00:05:08.7,  00:13:58.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,5, 1124134, 14760, 359755, 32759166,  00:04:37.1,  00:13:15.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,6, 1124134, 14760, 359755, 32759166,  00:04:53.2,  00:12:58.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,7, 1124134, 14760, 359755, 32759166,  00:08:06.7,  00:16:17.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,8, 1124134, 14760, 359755, 32759166,  00:05:26.5,  00:14:11.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,9, 1124134, 14760, 359755, 32759166,  00:04:23.1,  00:12:58.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,10, 1124134, 14760, 359755, 32759166,  00:04:59.6,  00:13:48.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,11, 1124134, 14760, 359755, 32759166,  00:04:09.3,  00:12:48.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,12, 1124134, 14760, 359755, 32759166,  00:04:09.3,  00:12:53.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,13, 1124134, 14760, 359755, 32759166,  00:05:04.0,  00:13:37.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_West_22 ) Log.txt,14, 1124134, 14760, 359755, 32759166,  00:07:53.5,  00:16:06.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,1, 3737132, 21408, 424162, 244059217,  00:17:25.5,  01:52:53.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,2, 3903060, 21408, 590090, 244391080,  01:24:24.2,  03:49:49.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,3, 3903060, 21408, 590090, 244391080,  00:39:25.1,  03:13:07.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,4, 3903060, 21408, 590090, 244391080,  00:40:09.4,  03:01:21.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,5, 3903060, 21408, 590090, 244391080,  00:51:36.6,  03:00:09.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,6, 3903060, 21408, 590090, 244391080,  00:32:34.2,  02:43:33.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,7, 3903060, 21408, 590090, 244391080,  00:43:29.2,  02:50:02.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,8, 3903060, 21408, 590090, 244391080,  00:38:05.4,  02:45:31.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,9, 3903060, 21408, 590090, 244391080,  00:28:36.6,  02:48:12.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,10, 3903060, 21408, 590090, 244391080,  00:29:21.5,  02:35:19.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,11, 3903060, 21408, 590090, 244391080,  00:49:51.0,  03:01:49.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,12, 3903060, 21408, 590090, 244391080,  00:58:44.4,  03:12:49.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,13, 3903060, 21408, 590090, 244391080,  00:39:25.7,  03:05:29.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_09 ) Log (1).txt,14, 3903060, 21408, 590090, 244391080,  00:46:00.7,  02:52:08.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,1, 3718428, 14016, 364460, 243863829,  00:15:35.0,  01:59:42.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,2, 3884356, 14016, 530388, 244195695,  00:28:12.3,  03:13:50.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,3, 3884356, 14016, 530388, 244195695,  00:57:14.2,  03:42:29.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,4, 3884356, 14016, 530388, 244195695,  00:29:35.1,  03:21:35.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,5, 3884356, 14016, 530388, 244195695,  00:43:01.7,  03:28:43.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,6, 3884356, 14016, 530388, 244195695,  00:38:57.4,  03:21:02.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,7, 3884356, 14016, 530388, 244195695,  00:56:30.1,  03:25:17.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,8, 3884356, 14016, 530388, 244195695,  00:57:39.1,  03:15:02.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,9, 3884356, 14016, 530388, 244195695,  00:33:35.2,  03:02:36.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,10, 3884356, 14016, 530388, 244195695,  00:59:11.3,  03:22:46.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,11, 3884356, 14016, 530388, 244195695,  01:21:55.9,  03:41:35.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,12, 3884356, 14016, 530388, 244195695,  00:57:12.8,  03:26:09.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,13, 3884356, 14016, 530388, 244195695,  01:06:06.7,  03:38:48.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_26 ) Log.txt,14, 3884356, 14016, 530388, 244195695,  00:52:17.3,  03:23:01.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,1, 1082598, 13392, 311620, 32776945,  00:01:53.3,  00:08:46.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,2, 1108022, 13392, 337044, 32827895,  00:02:57.9,  00:13:31.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,3, 1108022, 13392, 337044, 32827895,  00:02:52.4,  00:14:05.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,4, 1108022, 13392, 337044, 32827895,  00:04:00.3,  00:14:19.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,5, 1108022, 13392, 337044, 32827895,  00:03:54.6,  00:14:08.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,6, 1108022, 13392, 337044, 32827895,  00:04:26.6,  00:14:05.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,7, 1108022, 13392, 337044, 32827895,  00:02:34.3,  00:13:17.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,8, 1108022, 13392, 337044, 32827895,  00:04:06.3,  00:13:45.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,9, 1108022, 13392, 337044, 32827895,  00:02:23.1,  00:13:10.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,10, 1108022, 13392, 337044, 32827895,  00:02:46.5,  00:13:22.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,11, 1108022, 13392, 337044, 32827895,  00:02:14.4,  00:12:48.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,12, 1108022, 13392, 337044, 32827895,  00:02:28.9,  00:12:36.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,13, 1108022, 13392, 337044, 32827895,  00:02:58.5,  00:13:23.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_CAISO_13 ) Log.txt,14, 1108022, 13392, 337044, 32827895,  00:03:52.5,  00:14:40.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/~Model ( b_2024_base_SE_02 ) Log.txt,1, , , , , ,  
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,1, 3737132, 21408, 424162, 244059217,  00:14:07.3,  02:04:02.8. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,2, 3903060, 21408, 590090, 244391080,  00:31:08.4,  02:52:03.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,3, 3903060, 21408, 590090, 244391080,  00:25:40.0,  02:44:50.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,4, 3903060, 21408, 590090, 244391080,  00:26:17.2,  02:43:30.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,5, 3903060, 21408, 590090, 244391080,  00:34:47.3,  02:58:58.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,6, 3903060, 21408, 590090, 244391080,  00:23:53.2,  02:49:51.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,7, 3903060, 21408, 590090, 244391080,  00:23:09.0,  02:41:47.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,8, 3903060, 21408, 590090, 244391080,  00:21:37.3,  02:44:36.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,9, 3903060, 21408, 590090, 244391080,  00:44:32.2,  03:13:34.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,10, 3903060, 21408, 590090, 244391080,  00:40:08.3,  02:58:50.1. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,11, 3903060, 21408, 590090, 244391080,  00:26:48.8,  02:45:28.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,12, 3903060, 21408, 590090, 244391080,  00:36:44.9,  02:57:03.7. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,13, 3903060, 21408, 590090, 244391080,  00:25:49.1,  02:51:04.4. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_PJM_16 ) Log (1).txt,14, 3903060, 21408, 590090, 244391080,  00:22:37.0,  02:45:54.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,1, 3718428, 14016, 364460, 243863829,  00:14:05.1,  02:00:19.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,2, 3884356, 14016, 530388, 244195695,  00:18:56.6,  02:37:27.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,3, 3884356, 14016, 530388, 244195695,  00:35:50.5,  02:42:01.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,4, 3884356, 14016, 530388, 244195695,  00:39:13.9,  02:56:29.9. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,5, 3884356, 14016, 530388, 244195695,  00:42:14.9,  02:50:23.6. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,6, 3884356, 14016, 530388, 244195695,  00:42:40.8,  02:51:34.0. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,7, 3884356, 14016, 530388, 244195695,  00:43:02.5,  02:54:33.3. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,8, 3884356, 14016, 530388, 244195695,  00:55:18.9,  02:56:53.2. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,9, 3884356, 14016, 530388, 244195695,  00:27:59.3,  02:40:57.5. 
/projects/PLEXOSMODEL/seams/PCM_runs/cb_log_files/Model ( b_2024_base_SPP_17 ) Log.txt,10, 3884356, 14016, 530388, 244195695,  00:30:15.1,  02:43:02.8. 
